LNG Esports vs Ultra Prime
Game 1
Time,31:02
LNG Esports - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
ADC,Zeri,9,1,5,14,296,10.2,25068.67,15091
SUPPORT,Lulu,0,1,15,15,32,1.1,1870.99,9890.52
Anyone s Legend - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Camille,2,2,3,2.5,226,7.8,13827.38,27925
JUNGLE,Maokai,1,3,3,1.3,151,5.2,15272.99,27341.1
MID,Jayce,2,4,3,1.3,269,9.3,19799.36,17048.3
ADC,Ezreal,0,3,4,1.3,254,8.8,16400.33,14703.3
SUPPORT,Ashe,1,3,3,1.3,34,1.2,11193.02,9333.41

Top Esports vs LNG Esports
Game 1
Time,26:53
Top Esports - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Sion,0,1,1,1,183,6.8,7374.46,20077.6
JUNGLE,Vi,0,4,1,0.3,158,5.9,5623.55,17679
MID,Ryze,0,3,2,0.7,224,8.3,16286.26,15583.9
ADC,Varus,0,2,2,1,241,9,7664.74,6601.62
SUPPORT,Karma,2,4,0,0.5,30,1.1,5457.84,8391.66
LNG Esports - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Gwen,2,0,6,Perfect KDA,266,9.9,23311.7,17346.6
JUNGLE,Lee Sin,5,1,8,13,143,5.3,8152.03,20814.7
MID,Gragas,4,0,6,Perfect KDA,234,8.7,9790.64,23873.5
ADC,Zeri,2,0,6,Perfect KDA,266,9.9,8703.01,6296
SUPPORT,Annie,1,1,9,10,34,1.3,4229.75,7498.97
Game 2
Time,37:36
Top Esports - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,KSante,3,4,7,2.5,207,5.5,20784.63,29140.4
JUNGLE,Lee Sin,2,4,10,3,222,5.9,13387.29,33468.5
MID,Orianna,6,4,7,3.3,303,8.1,26272.84,17486
ADC,Xayah,4,5,7,2.2,353,9.4,29441.61,17689.8
SUPPORT,Rakan,2,4,11,3.3,57,1.5,7572.3,14614.9
LNG Esports - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Camille,5,3,7,4,289,7.7,19714.1,38905.2
JUNGLE,Wukong,4,3,11,5,175,4.7,12526.63,35396.5
MID,Ryze,6,2,9,7.5,306,8.1,22236.88,27311.9
ADC,Aphelios,6,3,9,5,336,8.9,24745.2,13486.7
SUPPORT,Annie,0,6,12,2,32,0.9,7785.97,15653.8

Edward Gaming vs Weibo Gaming
Game 1
Time,37:34
Edward Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Renekton,9,3,1,3.3,315,8.4,16286.55,33144.9
JUNGLE,Vi,0,2,6,3,175,4.7,5892.96,21654.3
MID,Taliyah,3,0,8,Perfect KDA,314,8.4,17726.91,12507.5
ADC,Zeri,6,1,4,10,438,11.7,18873.51,15573.2
SUPPORT,Lulu,0,3,10,3.3,20,0.5,969.05,8205.55
Weibo Gaming - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,KSante,3,6,2,0.8,252,6.7,12884.43,25542.9
JUNGLE,Wukong,1,3,4,1.7,178,4.7,6485.84,27204.5
MID,Viktor,3,3,3,2,320,8.5,19677.5,10309.6
ADC,Varus,1,4,2,0.8,322,8.6,13464.89,11387.8
SUPPORT,Annie,1,2,7,4,22,0.6,7971.32,6191.6
Game 2
Time,27:04
Weibo Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,KSante,3,2,5,4,231,8.5,17594.41,20135.2
JUNGLE,Sejuani,2,1,9,11,167,6.2,8777.13,26714.4
MID,Viktor,0,0,7,Perfect KDA,236,8.7,13371.82,9284.76
ADC,Lucian,8,0,4,Perfect KDA,275,10.2,24421.04,9429.91
SUPPORT,Nami,0,0,12,Perfect KDA,10,0.4,4094.38,4738.32
Edward Gaming - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Sion,1,1,1,2,237,8.8,12680.02,30508.8
JUNGLE,Lee Sin,2,4,0,0.5,157,5.8,5739.89,21474.3
MID,Syndra,0,2,1,0.5,249,9.2,13630.76,11089.1
ADC,Aphelios,0,4,0,0,257,9.5,7687.79,12228.8
SUPPORT,Annie,0,2,1,0.5,16,0.6,3071.64,9568.94
Game 3
Time,31:00
Edward Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Sion,0,0,3,Perfect KDA,216,7,9913.08,24029.5
JUNGLE,Elise,1,2,6,3.5,168,5.4,9789.95,20273.1
MID,Azir,1,0,4,Perfect KDA,242,7.8,21087.81,11377.2
ADC,Caitlyn,4,0,1,Perfect KDA,290,9.4,12269.86,10791.1
SUPPORT,Lux,1,0,4,Perfect KDA,20,0.6,9533.78,7930.99
Weibo Gaming - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Gwen,0,2,0,0,262,8.5,15292.82,22731.8
JUNGLE,Sejuani,0,2,2,1,184,5.9,4334.16,34885.8
MID,Syndra,0,1,1,1,238,7.7,11240.33,10139.5
ADC,Lucian,1,0,1,Perfect KDA,271,8.7,13557.83,15415.2
SUPPORT,Nami,1,2,1,1,10,0.3,3706.35,6589.02

Royal Never Give Up vs Bilibili Gaming
Game 1
Time,34:28
Royal Never Give Up - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Jax,0,5,2,0.4,248,7.2,13916.26,29633
JUNGLE,Lee Sin,2,2,3,2.5,185,5.4,11662.79,30524.6
MID,Ryze,1,2,2,1.5,296,8.6,19949.78,21084.6
ADC,Lucian,3,4,1,1,332,9.6,22099.3,15596.2
SUPPORT,Nami,0,4,5,1.3,14,0.4,6095.8,11466.1
Bilibili Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Fiora,3,0,5,Perfect KDA,314,9.1,20767.6,22964.8
JUNGLE,Sejuani,2,0,8,Perfect KDA,174,5,11498.65,29916.2
MID,Akali,6,2,4,5,249,7.2,22518.97,25769.3
ADC,Zeri,6,0,7,Perfect KDA,337,9.8,21394.33,15469.5
SUPPORT,Renata Glasc,0,4,12,3,27,0.8,6499.25,16883.3
Game 2
Time,25:04
Bilibili Gaming - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Jax,0,2,1,0.5,221,8.8,7286.73,16789.9
JUNGLE,Viego,2,3,3,1.7,141,5.6,6825.59,23119
MID,Galio,0,3,4,1.3,175,7,7274.84,16993.1
ADC,Zeri,3,2,1,2,221,8.8,11681.36,10112.9
SUPPORT,Lulu,0,2,4,2,42,1.7,2693.46,7511.9
Royal Never Give Up - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Sion,2,1,7,9,213,8.5,10597.68,14622.4
JUNGLE,Lee Sin,2,1,4,6,150,6,5380.74,23038.1
MID,Ryze,3,1,5,8,237,9.5,15486.64,10003.1
ADC,Aphelios,5,1,4,9,242,9.7,17780.99,8252.21
SUPPORT,Renata Glasc,0,1,10,10,11,0.4,4655.47,5988.24
Game 3
Time,28:34
Royal Never Give Up - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Jax,0,2,5,2.5,196,6.9,13074.74,23128.3
JUNGLE,Xin Zhao,1,4,3,1,116,4.1,8381.47,26570.1
MID,Annie,2,4,1,0.8,210,7.4,9908.44,15120.6
ADC,Aphelios,2,2,3,2.5,269,9.4,10166.1,10115.1
SUPPORT,Renata Glasc,1,5,5,1.2,39,1.4,4511.61,17562.7
Bilibili Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Kennen,2,1,5,7,258,9,24521.36,15224.6
JUNGLE,Kindred,1,1,8,9,170,6,7223.37,19547.3
MID,Ryze,4,3,5,3,244,8.5,18478.08,21286.4
ADC,Zeri,10,1,5,15,282,9.9,18343.57,8941.63
SUPPORT,Blitzcrank,0,0,15,Perfect KDA,30,1.1,5290.38,8294.35

TT vs Rare Atom
Game 1
Time,37:09
TT - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,KSante,4,1,4,8,298,8,19237.73,26283.4
JUNGLE,Wukong,2,1,9,11,227,6.1,16906.24,38929.1
MID,Annie,2,1,11,13,305,8.2,33723.66,18895.1
ADC,Zeri,11,0,2,Perfect KDA,402,10.8,25201.87,16337.6
SUPPORT,Nautilus,1,4,10,2.8,43,1.2,5160.96,15364.8
Rare Atom - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Sion,1,2,3,2,286,7.7,13990.57,30194
JUNGLE,Gragas,2,7,3,0.7,204,5.5,11846.31,37682.5
MID,Sylas,2,6,2,0.7,336,9,19309.46,37121.7
ADC,Varus,2,1,5,7,370,10,25859.04,13710
SUPPORT,Ashe,0,4,5,1.3,26,0.7,8764.66,13246.1
Game 2
Time,32:37
Rare Atom - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,KSante,0,3,2,0.7,273,8.4,14029.53,22896.6
JUNGLE,Maokai,0,5,4,0.8,144,4.4,16283.57,32565.9
MID,Jayce,6,2,0,3,316,9.7,24514.08,17956.8
ADC,Xayah,1,3,4,1.7,363,11.1,28061.96,18872.4
SUPPORT,Rakan,0,4,4,1,42,1.3,3886.66,17687.9
TT - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Gragas,3,1,10,13,252,7.7,18642.73,29796.4
JUNGLE,Sejuani,1,3,13,4.7,167,5.1,12399.46,42919.1
MID,Yone,6,2,4,5,312,9.6,20356.15,18962.7
ADC,Zeri,5,1,7,12,341,10.5,25593.8,12837.8
SUPPORT,Lulu,2,0,14,Perfect KDA,42,1.3,2546.43,8685

Ninjas in Pyjamas vs Funplus Phoenix
Game 1
Time,26:05
Ninjas in Pyjamas - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Kennen,0,2,1,0.5,228,8.7,13141.06,13562.5
JUNGLE,Lee Sin,1,4,1,0.5,114,4.4,3283.38,17147.7
MID,Ryze,0,4,2,0.5,213,8.2,14733.07,17477.7
ADC,Aphelios,0,2,1,0.5,246,9.4,6710.29,6353.14
SUPPORT,Annie,1,2,1,1,23,0.9,4903.7,7370.32
Funplus Phoenix - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Fiora,1,0,2,Perfect KDA,234,9,5686.94,17346.9
JUNGLE,Sejuani,1,1,11,12,143,5.5,7883.65,19287.1
MID,Yone,6,0,6,Perfect KDA,264,10.1,13200.85,9562.29
ADC,Xayah,5,0,5,Perfect KDA,275,10.5,16258.49,9956.25
SUPPORT,Rakan,1,1,12,13,35,1.3,4155.14,8218.62
Game 2
Time,27:10
Funplus Phoenix - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Renekton,0,5,5,1,197,7.3,5297.58,22791.6
JUNGLE,Elise,2,2,5,3.5,131,4.8,8835.97,16861
MID,Tristana,5,1,8,13,254,9.3,17804.99,10876.8
ADC,Zeri,10,1,2,12,289,10.6,20958.91,14209
SUPPORT,Lulu,0,2,12,6,33,1.2,1270.13,7670.18
Ninjas in Pyjamas - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Jayce,6,3,1,2.3,239,8.8,23341.97,12733.5
JUNGLE,Lee Sin,3,5,3,1.2,115,4.2,4949.24,24749
MID,Gragas,0,3,5,1.7,182,6.7,8706.19,16976.2
ADC,Varus,1,2,4,2.5,266,9.8,9732.99,10285.7
SUPPORT,Nautilus,1,4,7,2,43,1.6,3435.4,10590.3

JD Gaming vs OMG
Game 1
Time,24:40
JD Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Renekton,4,4,3,1.8,223,9,11434.73,21045.3
JUNGLE,Lee Sin,4,2,11,7.5,164,6.6,9838.09,21367.7
MID,Vex,5,2,10,7.5,180,7.3,16282.24,9876.79
ADC,Xayah,7,2,4,5.5,279,11.3,13513.2,8073
SUPPORT,Rakan,0,2,15,7.5,44,1.8,1968.11,8951.19
OMG - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Kennen,4,4,4,2,186,7.5,11270.89,11777.8
JUNGLE,Xin Zhao,1,4,8,2.3,118,4.8,9389.75,25437.2
MID,Akali,3,3,5,2.7,188,7.6,11845.08,17512.8
ADC,Aphelios,3,4,2,1.3,222,9,4717.34,8396.96
SUPPORT,Annie,1,5,8,1.8,13,0.5,5651.16,10376.3
Game 2
Time,28:26
OMG - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Sion,0,1,5,5,237,8.3,16954.26,18225.2
JUNGLE,Wukong,2,0,6,Perfect KDA,177,6.2,11039.18,22857.7
MID,Akali,3,0,5,Perfect KDA,244,8.6,14034.17,17905.1
ADC,Aphelios,1,0,5,Perfect KDA,327,11.5,19512.15,6629.85
SUPPORT,Renata Glasc,2,0,5,Perfect KDA,41,1.4,4150.54,10547.4
JD Gaming - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Gragas,1,3,0,0.3,241,8.5,12745.22,30063.3
JUNGLE,Viego,0,3,0,0,170,6,7343.25,27891.4
MID,LeBlanc,0,0,0,Perfect KDA,259,9.1,16642.53,13112.7
ADC,Xayah,0,0,0,Perfect KDA,327,11.5,9880.83,10139.4
SUPPORT,Rakan,0,2,0,0,40,1.4,2553.85,12656.8
Game 3
Time,43:00
JD Gaming - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Renekton,3,0,2,Perfect KDA,336,7.8,15937.02,37195.6
JUNGLE,Wukong,3,0,3,Perfect KDA,214,5,8609.28,32064.2
MID,Cassiopeia,2,1,0,2,395,9.2,16574.3,24127.7
ADC,Caitlyn,0,1,5,5,447,10.4,25668.03,11265.5
SUPPORT,Lux,0,5,6,1.2,28,0.7,10021.64,15375.6
OMG - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,KSante,2,2,1,1.5,261,6.1,12042.98,27114.6
JUNGLE,Maokai,0,1,7,7,208,4.8,19686.33,28041.1
MID,Yone,2,1,0,2,390,9.1,15614.44,25334.6
ADC,Aphelios,3,1,2,5,473,11,25612.64,12960.8
SUPPORT,Annie,0,3,6,2,21,0.5,9061.87,14279.7

Invictus Gaming vs Ultra Prime
Game 1
Time,32:34
Invictus Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Jax,2,2,8,5,278,8.5,9194.29,22730.9
JUNGLE,Poppy,1,3,9,3.3,141,4.3,6711.72,21382.8
MID,Gragas,3,0,8,Perfect KDA,261,8,10624.99,22685.5
ADC,Lucian,8,0,3,Perfect KDA,337,10.3,27149.04,13624
SUPPORT,Nami,0,1,11,11,21,0.6,4780.52,9659.52
Ultra Prime - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Kennen,1,5,5,1.2,277,8.5,15604.64,20666.8
JUNGLE,Viego,2,4,3,1.3,194,6,7531.3,29966.8
MID,Syndra,3,2,1,2,292,9,19521.09,10296.8
ADC,Aphelios,0,1,3,3,295,9.1,14232.45,8749.76
SUPPORT,Lulu,0,2,4,2,14,0.4,4361.6,9441.25
Game 2
Time,22:15
Invictus Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Jax,6,2,3,4.5,175,7.9,18432.42,17567.6
JUNGLE,Maokai,4,0,11,Perfect KDA,136,6.1,6403.27,18891.7
MID,Sylas,3,1,7,10,173,7.8,11505.86,16793.9
ADC,Xayah,8,1,4,12,222,10,15537.31,10514.6
SUPPORT,Renata Glasc,2,1,13,15,30,1.3,3207.57,7531.82
Ultra Prime - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,KSante,1,6,2,0.5,172,7.7,9339.39,17270.8
JUNGLE,Vi,1,3,1,0.7,113,5.1,3946.37,15845.3
MID,Ahri,1,5,2,0.6,199,8.9,10008.71,12022.1
ADC,Aphelios,2,4,0,0.5,204,9.2,8057.08,9804.42
SUPPORT,Thresh,0,5,3,0.6,29,1.3,3977.95,9854.37

Edward Gaming vs LNG Esports
Game 1
Time,31:56
Edward Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Kennen,3,0,5,Perfect KDA,281,8.8,24055.84,15615.4
JUNGLE,Maokai,2,1,5,7,160,5,14519.08,27153.2
MID,Jayce,0,0,9,Perfect KDA,262,8.2,18473.16,8396.98
ADC,Aphelios,5,1,2,7,335,10.5,23925.96,11569.6
SUPPORT,Lulu,0,0,9,Perfect KDA,31,1,3795.25,7315.45
LNG Esports - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Jax,0,2,0,0,264,8.3,6289.65,20842.8
JUNGLE,Sejuani,0,3,2,0.7,137,4.3,5549.48,32416
MID,Yone,1,1,0,1,312,9.8,7553.7,21574.3
ADC,Zeri,1,3,0,0.3,275,8.6,15199.89,17793.4
SUPPORT,Rakan,0,1,1,1,37,1.2,2964.44,14986.7
Game 2
Time,30:11
LNG Esports - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Sion,0,3,4,1.3,218,7.2,11506.42,35897.8
JUNGLE,Lee Sin,2,3,4,2,144,4.8,7387.49,27491.9
MID,Ryze,4,3,2,2,287,9.5,14419.67,21289.8
ADC,Aphelios,1,5,4,1,255,8.4,18391.33,15300.4
SUPPORT,Lulu,0,1,7,7,19,0.6,2979.37,10754.7
Edward Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Renekton,5,0,3,Perfect KDA,300,9.9,19591.59,26345
JUNGLE,Vi,4,2,9,6.5,159,5.3,12319.06,20283.6
MID,Taliyah,1,2,8,4.5,228,7.6,20148.33,8180.92
ADC,Zeri,5,3,6,3.7,291,9.6,27997.82,19248.7
SUPPORT,Annie,0,0,14,Perfect KDA,19,0.6,7130.46,5940.54

Top Esports vs Royal Never Give Up
Game 1
Time,26:44
Top Esports - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Ornn,2,0,8,Perfect KDA,192,7.2,10037.93,17600.1
JUNGLE,Sejuani,2,3,13,5,122,4.6,9208,25854.6
MID,Akali,11,2,6,8.5,216,8.1,27488.12,18884.4
ADC,Varus,3,3,8,3.7,231,8.6,23815.13,11194.8
SUPPORT,Nautilus,3,1,10,13,35,1.3,6279.46,11039.3
Royal Never Give Up - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Renekton,3,4,3,1.5,226,8.5,15715.77,27291
JUNGLE,Elise,2,3,2,1.3,116,4.3,13208.05,21635.8
MID,Sylas,2,5,3,1,187,7,9295.27,23887
ADC,Lucian,1,4,1,0.5,205,7.7,14398.33,12922.1
SUPPORT,Nami,1,5,3,0.8,7,0.3,5923.68,10605.3
Game 2
Time,34:13
Royal Never Give Up - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Illaoi,2,4,0,0.5,308,9,27478.08,32371.2
JUNGLE,Lee Sin,1,3,6,2.3,175,5.1,9871.99,29470.7
MID,Syndra,2,2,4,3,262,7.7,17808.07,12448.4
ADC,Caitlyn,3,6,4,1.2,303,8.9,15701.86,12396.2
SUPPORT,Lux,1,5,7,1.6,12,0.4,9461.17,14531.4
Top Esports - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Sion,3,0,4,Perfect KDA,278,8.1,12117.21,26465.1
JUNGLE,Vi,3,5,11,2.8,185,5.4,11313.15,27533.6
MID,Ryze,7,1,6,13,294,8.6,21974.31,25097.5
ADC,Lucian,7,2,5,6,295,8.6,27820.35,16533.1
SUPPORT,Nami,0,1,16,16,15,0.4,4886.23,8877.86

Weibo Gaming vs Anyone s Legend
Game 1
Time,32:21
Weibo Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Quinn,3,2,5,4,315,9.7,30334.32,16672.5
JUNGLE,Lee Sin,3,1,6,9,170,5.3,6138.32,23944.2
MID,LeBlanc,5,2,5,5,258,8,21357.64,12243.5
ADC,Xayah,2,2,8,5,365,11.3,13578.91,11439.6
SUPPORT,Nautilus,0,4,9,2.3,43,1.3,3469,9273.52
Anyone s Legend - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Renekton,1,3,3,1.3,239,7.4,9952.2,36782.1
JUNGLE,Viego,4,2,3,3.5,185,5.7,6531.34,22537.4
MID,Syndra,2,3,4,2,278,8.6,11239.42,14680
ADC,Varus,3,2,6,4.5,307,9.5,12603.93,10035.2
SUPPORT,Leona,1,3,6,2.3,34,1.1,2493.05,13127.5
Game 2
Time,31:25
Weibo Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Gnar,2,2,4,3,283,9,19323.25,21997.7
JUNGLE,Lee Sin,5,3,9,4.7,187,6,15776.64,31588.8
MID,LeBlanc,7,1,8,15,242,7.7,25851.37,14588
ADC,Xayah,4,3,6,3.3,316,10.1,12738.87,16749.1
SUPPORT,Renata Glasc,1,3,11,4,31,1,5900.04,11804.8
Anyone s Legend - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,KSante,4,2,1,2.5,228,7.3,11694.28,22942.1
JUNGLE,Viego,6,5,4,2,170,5.4,11297.92,29805.4
MID,Syndra,1,4,8,2.3,254,8.1,14805.26,14599.3
ADC,Varus,1,4,9,2.5,281,8.9,21661.5,14233
SUPPORT,Rell,0,4,6,1.5,41,1.3,1920.39,15209.3

Bilibili Gaming vs LGD Gaming
Game 1
Time,33:21
Bilibili Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Jax,4,1,1,5,260,7.8,7761.86,18559.9
JUNGLE,Viego,1,0,5,Perfect KDA,227,6.8,6072.38,27120.6
MID,Annie,2,1,8,10,237,7.1,12850.7,11239.2
ADC,Zeri,2,0,6,Perfect KDA,397,11.9,19072.81,5742.41
SUPPORT,Lulu,1,0,8,Perfect KDA,24,0.7,4377.9,6036.59
LGD Gaming - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Gragas,1,0,0,Perfect KDA,281,8.4,8612.78,16914
JUNGLE,Wukong,1,2,0,0.5,179,5.4,6587.98,18749.8
MID,Syndra,0,3,1,0.3,304,9.1,11160.09,9046.38
ADC,Xayah,0,3,0,0,320,9.6,4916.06,16179.9
SUPPORT,Rakan,0,2,0,0,50,1.5,3869.02,13088.5
Game 2
Time,30:33
Bilibili Gaming - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Gnar,2,7,3,0.7,222,7.3,12033.43,25564.4
JUNGLE,Wukong,4,5,3,1.4,157,5.1,9789.92,27432.9
MID,Gragas,0,3,2,0.7,258,8.4,13611.22,25172.3
ADC,Lucian,1,4,2,0.8,290,9.5,16734.69,21387.9
SUPPORT,Nami,1,3,3,1.3,11,0.4,5352.01,11100.9
LGD Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Jax,8,3,7,5,243,8,22014.4,25790.1
JUNGLE,Vi,2,1,10,12,195,6.4,6527.48,25586.8
MID,Ahri,7,1,7,14,296,9.7,21343.19,13019.1
ADC,Varus,5,2,9,7,269,8.8,28240.34,10677.7
SUPPORT,Nautilus,0,1,13,13,32,1,5053.65,12139.1
Game 3
Time,34:29
Bilibili Gaming - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Gnar,0,5,1,0.2,283,8.2,15101.43,23118.7
JUNGLE,Vi,0,6,2,0.3,160,4.6,12442.77,42856.6
MID,Taliyah,2,5,0,0.4,326,9.5,25995.92,21019.4
ADC,Varus,1,4,0,0.3,285,8.3,19396.96,19057.3
SUPPORT,Renata Glasc,0,5,3,0.6,43,1.2,6121.07,15406
LGD Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,KSante,8,1,8,16,273,7.9,20643.76,34420.9
JUNGLE,Sejuani,1,1,14,15,211,6.1,14154.58,32514.8
MID,Yone,5,1,8,13,293,8.5,14947.7,18300.5
ADC,Jhin,5,0,13,Perfect KDA,282,8.2,26412.77,10701.8
SUPPORT,Heimerdinger,6,0,8,Perfect KDA,37,1.1,16872.45,8087.8

Rare Atom vs Invictus Gaming
Game 1
Time,33:08
Rare Atom - LOSS
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Sion,0,3,2,0.7,269,8.1,12787.94,28905.4
JUNGLE,Vi,2,4,3,1.3,180,5.4,11232.69,28765.7
MID,Annie,1,2,4,2.5,249,7.5,23341.43,14382.2
ADC,Draven,2,2,1,1.5,317,9.6,15454.4,11767.4
SUPPORT,Nautilus,0,5,4,0.8,29,0.9,3649.54,14521.4
Invictus Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Gwen,5,0,3,Perfect KDA,344,10.4,21458.66,25890.2
JUNGLE,Gragas,3,1,6,9,189,5.7,15081.04,25871
MID,Renekton,1,2,8,4.5,275,8.3,10658.71,27199.2
ADC,Xayah,5,2,7,6,366,11,20644.07,13885.5
SUPPORT,Braum,2,0,12,Perfect KDA,35,1.1,6871.36,11187.9
Game 2
Time,33:00
Invictus Gaming - WIN
Role,Champion,Kills,Deaths,Assists,KDA,CS,Golds,TotalDamage,TotalDamageTaken
TOP,Camille,4,1,6,10,258,7.8,19354.81,24480.3
JUNGLE,Poppy,3,0,8,Perfect KDA,158,4.8,9830.06,24657.4
MID,Galio,2,0,10,Perfect KDA,204,6.2,15372.54,27657.1
